Velocity[j] (m/s)
-0.0158704293329605
-0.0158704293329605
-0.0143430810187673
-0.0143430810187673
-0.0143430810187673
-0.0130955202098014
-0.0130955202098014
-0.0130955202098014
-0.0118788812062842
-0.0118788812062842
-0.0097592321022074
-0.0097592321022074
-0.00891053073769136
-0.00891053073769136
-0.00613005762984938
-0.00613005762984938
-0.00613005762984938
-0.00357924339444509
-0.00357924339444509
-0.00154330694919841
-0.00154330694919841
-0.00154330694919841
0.000200071615617197
0.000200071615617197
0.0020338020236772
0.0020338020236772
0.00538319051754976
0.00538319051754976
0.0055194386137145295
0.0055194386137145295
0.007508184842881071
0.007508184842881071
0.007508184842881071
0.0090630339166005
0.0090630339166005
0.0090630339166005
0.0110227106103237
0.0110227106103237
0.012412444624284999
0.012412444624284999
0.012412444624284999
0.0130232041631611
0.0130232041631611
0.011301415233498998
0.0134154323233303
0.0117309214083211
0.0117309214083211
0.0120022615914537
0.0120022615914537
0.0120646877611243
0.0120646877611243
-0.0158704293329605
-0.0158704293329605
-0.0143430810187673
-0.0143430810187673
-0.0149387531423652
-0.0149387531423652
-0.0142050723396806
-0.0142050723396806
-0.0118788812062842
-0.0119631848581913
-0.0119631848581913
-0.00891053073769136
-0.00891053073769136
-0.00891053073769136
-0.00757358958683139
-0.00613005762984938
-0.00419991355284488
-0.00419991355284488
-0.00419991355284488
-0.00154330694919841
-0.00154330694919841
0.00124961385410506
0.00124961385410506
0.00313587764797346
0.00313587764797346
0.00313587764797346
0.00538319051754976
0.00538319051754976
0.00538319051754976
0.00803036682079062
0.00803036682079062
0.0101268064507445
0.0109544914628099
0.0109544914628099
0.0109544914628099
0.0124677829241173
0.0124677829241173
0.0141763312454114
0.0141763312454114
0.012412444624284999
0.012412444624284999
0.0130232041631611
0.0130232041631611
0.0134154323233303
0.0134154323233303
0.0136615043543636
0.0136615043543636
0.0120022615914537
0.0136853999819852
0.0120646877611243
-0.0158704293329605
-0.0158704293329605
-0.0160719141968051
-0.0160719141968051
-0.0149387531423652
-0.0149387531423652
-0.0142050723396806
-0.0142050723396806
-0.0119631848581913
-0.0119631848581913
-0.0119631848581913
-0.0114896057270542
-0.0114896057270542
-0.00757358958683139
-0.00757358958683139
-0.00757358958683139
-0.00419991355284488
-0.00419991355284488
-0.000977898171032722
