Velocity[i] (m/s)
1.0542575530274
1.0542575530274
1.0534076636063698
1.0534076636063698
1.0534076636063698
1.05532405626912
1.05532405626912
1.05532405626912
1.05715515127446
1.05715515127446
1.05627118467239
1.05627118467239
1.05941627507384
1.05941627507384
1.0584403452203102
1.0584403452203102
1.0584403452203102
1.05719029004194
1.05719029004194
1.05771226271521
1.05771226271521
1.05771226271521
1.0554079712153002
1.0554079712153002
1.053449356443
1.053449356443
1.05381925752633
1.05381925752633
1.05015489609788
1.05015489609788
1.04821602465945
1.04821602465945
1.04821602465945
1.04498886568847
1.04498886568847
1.04498886568847
1.04179471153351
1.04179471153351
1.03842339494552
1.03842339494552
1.03842339494552
1.0352815680778
1.0352815680778
1.03555572259894
1.03211484944326
1.03273594165715
1.03273594165715
1.03007536276563
1.03007536276563
1.02791560476208
1.02791560476208
1.02607362738515
1.02607362738515
1.0252163846213198
1.0252163846213198
1.02450182238141
1.02450182238141
1.02361565742922
1.02361565742922
1.0227730816159202
1.02246377518498
1.0233857930314398
1.0233857930314398
1.0228994736849
1.02324798706913
1.02324798706913
1.02381836398486
1.02381836398486
1.02435425252881
1.02435425252881
1.02485481969383
1.02485481969383
1.02515928691851
1.02515928691851
1.02668848236839
1.02562537184366
1.02791579934744
1.0263071807291
1.02917193110999
1.02717573702179
1.03040233395317
1.02801043798445
1.03112443669895
1.03112443669895
1.03005463283627
1.03276861165701
1.03188143694206
1.03412656907437
1.03433716939304
1.03433716939304
1.03403901009258
1.03487949722035
1.03440260774051
1.03440260774051
1.0352821855287702
1.03478075916311
1.03507263479865
1.03479323317473
1.03479323317473
1.03468015288012
1.0542575530274
1.0542575530274
1.0534076636063698
1.0534076636063698
1.05731393782516
1.05731393782516
1.05890241008267
1.05890241008267
1.05715515127446
1.06002697113775
1.06002697113775
1.05941627507384
1.05941627507384
1.05941627507384
1.06196877633417
1.0584403452203102
1.06064732921255
1.06064732921255
1.06064732921255
1.05771226271521
1.05771226271521
1.05854749292042
1.05854749292042
1.05614649008564
1.05614649008564
1.05614649008564
1.05381925752633
1.05381925752633
1.05381925752633
1.05114056988931
1.05114056988931
1.04872246303039
1.04615827390651
1.04615827390651
1.04615827390651
1.04273815209595
1.04273815209595
1.03870597600127
1.03870597600127
1.03842339494552
1.03842339494552
1.0352815680778
1.0352815680778
1.03211484944326
1.03211484944326
1.02904958965079
1.02904958965079
1.03007536276563
1.02637764049428
1.02791560476208
1.02412216592375
1.02607362738515
1.02607362738515
1.0252163846213198
1.0227167445572098
1.0227167445572098
1.02174981380149
1.02361565742922
1.02130004650354
1.0227730816159202
1.02246377518498
1.02246377518498
1.02215491188076
1.0228994736849
1.02324798706913
1.02324798706913
1.02396700356822
1.02472066791272
1.02472066791272
1.02557507134127
1.02557507134127
1.02557507134127
1.026506636001
1.026506636001
1.02852222054863
1.02852222054863
1.02791579934744
1.03007342036288
1.02917193110999
1.03155924180365
1.03040233395317
1.0328470933585698
1.03112443669895
1.03420487321085
1.03420487321085
1.03276861165701
1.03505993239628
1.03614568858207
1.03603191052703
1.03587623752087
1.03587623752087
1.03582060374399
1.03564177960611
1.0352821855287702
1.0352821855287702
1.03532409372905
1.03507263479865
1.03491839130451
1.0342374170069302
1.0342374170069302
1.0542575530274
1.0542575530274
1.05685799640693
1.05685799640693
1.05731393782516
1.05731393782516
1.05890241008267
1.05890241008267
1.06002697113775
1.06002697113775
1.06002697113775
1.06299485093516
1.06299485093516
1.06196877633417
1.06196877633417
1.06196877633417
1.06064732921255
1.06064732921255
1.06109482170838
1.06109482170838
1.06109482170838
1.05854749292042
1.05854749292042
1.05854749292042
1.05895208971596
1.0560334683495
1.0560334683495
1.05381925752633
1.05199614062225
1.05114056988931
1.05114056988931
1.04872246303039
1.04872246303039
1.04615827390651
1.04190108996772
1.04273815209595
1.04273815209595
1.03870597600127
1.03870597600127
1.03470456586339
1.03470456586339
1.03470456586339
1.03104130680765
