X (m),Y (m)
0.20878550695674,-0.289040051814711
0.214631305202036,-0.289040051814711
0.220477103447332,-0.289040051814711
0.226322901692628,-0.289040051814711
0.232168699937924,-0.289040051814711
0.23801449818322,-0.289040051814711
0.2438602964285161,-0.289040051814711
0.24970609467381105,-0.289040051814711
0.255551892919107,-0.289040051814711
0.261397691164403,-0.289040051814711
0.267243489409699,-0.289040051814711
0.27308928765499496,-0.289040051814711
0.27893508590029104,-0.289040051814711
0.284780884145587,-0.289040051814711
0.290626682390883,-0.289040051814711
0.296472480636179,-0.289040051814711
0.302318278881475,-0.289040051814711
0.30816407712677096,-0.289040051814711
0.31400987537206604,-0.289040051814711
0.319855673617362,-0.289040051814711
0.325701471862658,-0.289040051814711
0.331547270107954,-0.289040051814711
0.33739306835325,-0.289040051814711
0.343238866598546,-0.289040051814711
0.34908466484384204,-0.289040051814711
0.35493046308913795,-0.289040051814711
0.3607762613344339,-0.289040051814711
0.36662205957973,-0.289040051814711
0.372467857825026,-0.289040051814711
0.378313656070322,-0.289040051814711
0.384159454315617,-0.289040051814711
0.39000525256091295,-0.289040051814711
0.39585105080620897,-0.289040051814711
0.4016968490515049,-0.289040051814711
0.40754264729680106,-0.289040051814711
0.413388445542097,-0.289040051814711
0.419234243787393,-0.289040051814711
0.42508004203268895,-0.289040051814711
0.430925840277985,-0.289040051814711
0.436771638523281,-0.289040051814711
0.442617436768577,-0.289040051814711
0.448463235013872,-0.289040051814711
0.454309033259168,-0.289040051814711
0.460154831504464,-0.289040051814711
0.46600062974976,-0.289040051814711
0.4718464279950561,-0.289040051814711
0.477692226240352,-0.289040051814711
0.483538024485648,-0.289040051814711
0.489383822730944,-0.289040051814711
0.49522962097624,-0.289040051814711
0.501075419221536,-0.289040051814711
0.5069212174668309,-0.289040051814711
0.512767015712127,-0.289040051814711
0.518612813957423,-0.289040051814711
0.524458612202719,-0.289040051814711
0.530304410448015,-0.289040051814711
0.5361502086933111,-0.289040051814711
0.5419960069386071,-0.289040051814711
0.547841805183903,-0.289040051814711
0.553687603429199,-0.289040051814711
0.559533401674495,-0.289040051814711
0.565379199919791,-0.289040051814711
0.571224998165087,-0.289040051814711
0.577070796410383,-0.289040051814711
0.582916594655678,-0.289040051814711
0.588762392900974,-0.289040051814711
0.5946081911462701,-0.289040051814711
0.600453989391566,-0.289040051814711
0.606299787636862,-0.289040051814711
0.612145585882158,-0.289040051814711
0.617991384127454,-0.289040051814711
0.62383718237275,-0.289040051814711
0.629682980618046,-0.289040051814711
0.635528778863341,-0.289040051814711
0.6413745771086371,-0.289040051814711
0.647220375353933,-0.289040051814711
0.653066173599229,-0.289040051814711
0.658911971844525,-0.289040051814711
0.6647577700898211,-0.289040051814711
0.6706035683351171,-0.289040051814711
0.676449366580413,-0.289040051814711
0.6822951648257091,-0.289040051814711
0.688140963071005,-0.289040051814711
0.6939867613163011,-0.289040051814711
0.6998325595615971,-0.289040051814711
0.7056783578068921,-0.289040051814711
0.711524156052188,-0.289040051814711
0.717369954297484,-0.289040051814711
0.72321575254278,-0.289040051814711
0.7290615507880759,-0.289040051814711
0.7349073490333721,-0.289040051814711
0.740753147278668,-0.289040051814711
0.7465989455239642,-0.289040051814711
0.7524447437692601,-0.289040051814711
0.7582905420145559,-0.289040051814711
0.7641363402598521,-0.289040051814711
0.769982138505148,-0.289040051814711
0.775827936750443,-0.289040051814711
0.781673734995739,-0.289040051814711
0.7875195332410351,-0.289040051814711
0.20878550695674,-0.28275009080413
0.214631305202036,-0.28275009080413
0.220477103447332,-0.28275009080413
0.226322901692628,-0.28275009080413
0.232168699937924,-0.28275009080413
0.23801449818322,-0.28275009080413
0.2438602964285161,-0.28275009080413
0.24970609467381105,-0.28275009080413
0.255551892919107,-0.28275009080413
0.261397691164403,-0.28275009080413
0.267243489409699,-0.28275009080413
0.27308928765499496,-0.28275009080413
0.27893508590029104,-0.28275009080413
0.284780884145587,-0.28275009080413
0.290626682390883,-0.28275009080413
0.296472480636179,-0.28275009080413
0.302318278881475,-0.28275009080413
0.30816407712677096,-0.28275009080413
0.31400987537206604,-0.28275009080413
0.319855673617362,-0.28275009080413
0.325701471862658,-0.28275009080413
0.331547270107954,-0.28275009080413
0.33739306835325,-0.28275009080413
0.343238866598546,-0.28275009080413
0.34908466484384204,-0.28275009080413
0.35493046308913795,-0.28275009080413
0.3607762613344339,-0.28275009080413
0.36662205957973,-0.28275009080413
0.372467857825026,-0.28275009080413
0.378313656070322,-0.28275009080413
0.384159454315617,-0.28275009080413
0.39000525256091295,-0.28275009080413
0.39585105080620897,-0.28275009080413
0.4016968490515049,-0.28275009080413
0.40754264729680106,-0.28275009080413
0.413388445542097,-0.28275009080413
0.419234243787393,-0.28275009080413
0.42508004203268895,-0.28275009080413
0.430925840277985,-0.28275009080413
0.436771638523281,-0.28275009080413
0.442617436768577,-0.28275009080413
0.448463235013872,-0.28275009080413
0.454309033259168,-0.28275009080413
0.460154831504464,-0.28275009080413
0.46600062974976,-0.28275009080413
0.4718464279950561,-0.28275009080413
0.477692226240352,-0.28275009080413
0.483538024485648,-0.28275009080413
0.489383822730944,-0.28275009080413
0.49522962097624,-0.28275009080413
0.501075419221536,-0.28275009080413
0.5069212174668309,-0.28275009080413
0.512767015712127,-0.28275009080413
0.518612813957423,-0.28275009080413
0.524458612202719,-0.28275009080413
0.530304410448015,-0.28275009080413
0.5361502086933111,-0.28275009080413
0.5419960069386071,-0.28275009080413
0.547841805183903,-0.28275009080413
0.553687603429199,-0.28275009080413
0.559533401674495,-0.28275009080413
